attribute,class,accuracy,precision,recall,f1_score,support_frac,rmse
suited,0,0.9940828402366864,1.0,0.989010989010989,0.994475138121547,0.5384615384615384,
suited,1,0.9940828402366864,0.9873417721518988,1.0,0.9936305732484076,0.46153846153846156,
connectedness,0,0.7988165680473372,1.0,1.0,1.0,0.07692307692307693,
connectedness,1,0.7988165680473372,1.0,0.8846153846153846,0.9387755102040817,0.15384615384615385,
connectedness,2,0.7988165680473372,0.7931034482758621,0.9583333333333334,0.8679245283018868,0.14201183431952663,
connectedness,3,0.7988165680473372,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.1301775147928994,
connectedness,4,0.7988165680473372,1.0,0.75,0.8571428571428571,0.11834319526627218,
connectedness,5,0.7988165680473372,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.10650887573964497,
connectedness,6,0.7988165680473372,0.6923076923076923,0.5625,0.6206896551724138,0.09467455621301775,
connectedness,7,0.7988165680473372,0.8333333333333334,1.0,0.9090909090909091,0.05917159763313609,
connectedness,8,0.7988165680473372,0.5714285714285714,0.5,0.5333333333333333,0.047337278106508875,
connectedness,9,0.7988165680473372,0.2,0.16666666666666666,0.18181818181818182,0.03550295857988166,
connectedness,10,0.7988165680473372,0.3333333333333333,0.5,0.4,0.023668639053254437,
connectedness,11,0.7988165680473372,0.0,0.0,0.0,0.011834319526627219,
pair,0,1.0,1.0,1.0,1.0,0.9230769230769231,
pair,1,1.0,1.0,1.0,1.0,0.07692307692307693,
high_card,0,0.8875739644970414,0.0,0.0,0.0,0.005917159763313609,
high_card,1,0.8875739644970414,0.0,0.0,0.0,0.01775147928994083,
high_card,2,0.8875739644970414,0.0,0.0,0.0,0.029585798816568046,
high_card,3,0.8875739644970414,0.5,0.7142857142857143,0.5882352941176471,0.04142011834319527,
high_card,4,0.8875739644970414,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.05325443786982249,
high_card,5,0.8875739644970414,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0650887573964497,
high_card,6,0.8875739644970414,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.07692307692307693,
high_card,7,0.8875739644970414,1.0,0.9333333333333333,0.9655172413793104,0.08875739644970414,
high_card,8,0.8875739644970414,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.10059171597633136,
high_card,9,0.8875739644970414,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.11242603550295859,
high_card,10,0.8875739644970414,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.1242603550295858,
high_card,11,0.8875739644970414,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.13609467455621302,
high_card,12,0.8875739644970414,0.9615384615384616,1.0,0.9803921568627451,0.14792899408284024,
low_card,0,0.7692307692307693,0.9230769230769231,0.96,0.9411764705882353,0.14792899408284024,
low_card,1,0.7692307692307693,0.8636363636363636,0.8260869565217391,0.8444444444444444,0.13609467455621302,
low_card,2,0.7692307692307693,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.1242603550295858,
low_card,3,0.7692307692307693,0.75,0.631578947368421,0.6857142857142857,0.11242603550295859,
low_card,4,0.7692307692307693,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.10059171597633136,
low_card,5,0.7692307692307693,0.7222222222222222,0.8666666666666667,0.7878787878787878,0.08875739644970414,
low_card,6,0.7692307692307693,0.7,0.5384615384615384,0.6086956521739131,0.07692307692307693,
low_card,7,0.7692307692307693,0.6923076923076923,0.8181818181818182,0.75,0.0650887573964497,
