attribute,class,accuracy,precision,recall,f1_score,support_frac,rmse
suited_broadway,1,1.0,1.0,1.0,1.0,0.23668639053254437,
suited_broadway,2,1.0,1.0,1.0,1.0,0.05917159763313609,
connector,0,1.0,1.0,1.0,1.0,0.8461538461538461,
connector,1,1.0,1.0,1.0,1.0,0.15384615384615385,
one_gap,0,1.0,1.0,1.0,1.0,0.8579881656804734,
one_gap,1,1.0,1.0,1.0,1.0,0.14201183431952663,
two_gap,0,1.0,1.0,1.0,1.0,0.8698224852071006,
two_gap,1,1.0,1.0,1.0,1.0,0.1301775147928994,
suited_connector,0,1.0,1.0,1.0,1.0,0.9230769230769231,
suited_connector,1,1.0,1.0,1.0,1.0,0.07692307692307693,
suited_one_gap,0,1.0,1.0,1.0,1.0,0.9289940828402367,
suited_one_gap,1,1.0,1.0,1.0,1.0,0.07100591715976332,
suited_two_gap,0,1.0,1.0,1.0,1.0,0.9349112426035503,
suited_two_gap,1,1.0,1.0,1.0,1.0,0.0650887573964497,
tot_win_perc,,,,,,,0.07598949863673979
high_card_win_perc,,,,,,,0.035765168299251145
one_pair_win_perc,,,,,,,0.05216431724988386
two_pair_win_perc,,,,,,,0.059076981468686895
three_of_a_kind_win_perc,,,,,,,0.043037642593413375
straight_win_perc,,,,,,,0.03872762820073653
flush_win_perc,,,,,,,0.03832860620396798
full_house_win_perc,,,,,,,0.040870272948214
four_of_a_kind_win_perc,,,,,,,0.037327324381343126
straight_flush_win_perc,,,,,,,0.03626744185109086
BB_play10,,,,,,,0.1170406090413076
BB_play2,,,,,,,0.09449663187825805
BB_play3,,,,,,,0.10627955095687515
BB_play4,,,,,,,0.10657324279743298
BB_play5,,,,,,,0.10524621354569451
BB_play6,,,,,,,0.10832759656196608
BB_play7,,,,,,,0.12085771797955298
BB_play8,,,,,,,0.1037164739624877
BB_play9,,,,,,,0.11847518350345326
D_play10,,,,,,,0.12573276439319772
D_play3,,,,,,,0.10639466520926273
D_play4,,,,,,,0.11053796095564292
D_play5,,,,,,,0.11060169101696592
D_play6,,,,,,,0.11757641327234378
D_play7,,,,,,,0.12105118529468213
D_play8,,,,,,,0.1339964775598376
D_play9,,,,,,,0.1211104710880166
SB_play10,,,,,,,0.10795906937115965
SB_play2,,,,,,,0.09474273123915322
SB_play3,,,,,,,0.1066459648921925
SB_play4,,,,,,,0.11138465224859326
SB_play5,,,,,,,0.10130118087397165
SB_play6,,,,,,,0.11117800608145643
SB_play7,,,,,,,0.104159858024993
SB_play8,,,,,,,0.11875612151257138
SB_play9,,,,,,,0.1114712558430296
pos3_play10,,,,,,,0.12023673325334364
pos3_play4,,,,,,,0.11318617757501448
pos3_play5,,,,,,,0.11187935496949422
pos3_play6,,,,,,,0.1189256437049009
pos3_play7,,,,,,,0.1168818571842248
pos3_play8,,,,,,,0.12136744069239866
pos3_play9,,,,,,,0.12002426463174533
pos4_play10,,,,,,,0.12589217178627998
pos4_play5,,,,,,,0.11499921488756154
pos4_play6,,,,,,,0.1355159622097992
pos4_play7,,,,,,,0.12033200181218663
pos4_play8,,,,,,,0.1222437313867834
pos4_play9,,,,,,,0.12994354316205994
pos5_play10,,,,,,,0.12485021980893345
pos5_play6,,,,,,,0.11872892116093824
pos5_play7,,,,,,,0.11822773283918848
pos5_play8,,,,,,,0.12027002871241278
pos5_play9,,,,,,,0.12353360014495753
pos6_play10,,,,,,,0.12463514382473702
pos6_play7,,,,,,,0.11217709638066502
pos6_play8,,,,,,,0.12662314505202044
pos6_play9,,,,,,,0.12608687094298854
pos7_play10,,,,,,,0.11992949191146525
pos7_play8,,,,,,,0.12457959277891707
pos7_play9,,,,,,,0.12634553307697002
pos8_play10,,,,,,,0.12615147448403857
pos8_play9,,,,,,,0.12039371138874515
pos9_play10,,,,,,,0.12573113784519732
