train_loss,train_accuracy,epochs
0.12832426827996224,0.9552882410903308,181
0.12847482475723035,0.9525785114291568,182
0.12729358231560436,0.9563248163432552,183
0.10599780772939399,0.9630271899786343,184
0.1485175702676698,0.9508858450161461,185
0.1245320975285177,0.9608296504424347,186
0.11402969224176157,0.959954049228788,187
0.12341729071707501,0.9586199159032595,188
0.10975762996497039,0.9617052516560815,189
0.09962291053825345,0.9637515731553838,190
0.12509251335582297,0.9606833104067277,191
0.12430552220827762,0.9558028702159004,192
0.08664554085631328,0.9676003160944772,193
0.11835519129877792,0.9600345362484268,194
0.09755380805953873,0.9641198622452464,195
0.10994675200951103,0.9629491419595907,196
0.07674868161308715,0.9710685749407323,197
0.11006360780040776,0.9653466795445899,198
0.08832404714486981,0.9670149559516492,199
0.12358967862795392,0.9620418337382074,200
0.09971840097423591,0.9671637349879514,201
0.092120594432817,0.9680271411986224,202
0.08648738328462813,0.9696539545955649,203
0.09960569863582028,0.9657417976409987,204
0.08790870090962832,0.968878352406318,205
0.09950526786814635,0.9676954371176867,206
0.0984676925270131,0.9681003112164759,207
0.09159389614521732,0.9689661564277422,208
0.1169962710517804,0.9645344923464161,209
0.09704285555318017,0.9718880791406913,210
0.07122767507534628,0.9754856050184876,211
0.0705048137651954,0.9747026858274553,212
0.08345245095708183,0.9733051384864538,213
0.07937791578287955,0.9721392962019882,214
0.06613351466377194,0.9767465683261627,215
0.09043912996320559,0.9708710158925279,216
0.06789130542704024,0.9763441332279685,217
0.08073434709238769,0.9729246543936156,218
0.07398096414006196,0.9761953541916665,219
0.07137227719289235,0.974863659866733,220
0.06768774421398438,0.9748758548697086,221
0.08339236582187266,0.9748051238524502,222
0.07397628190956856,0.977488024507078,223
0.07336187919371584,0.975136827933386,224
0.06532717847030438,0.9787245978088018,225
0.06736834320971061,0.9775172925142194,226
0.07197945786043583,0.9770148583916255,227
0.0754643486215083,0.9772587584511371,228
0.060653393560138005,0.9786636227939239,229
0.09409512970515163,0.9746563448161482,230
0.061527008158486156,0.9795831260182828,231
0.054089025071951166,0.9812075004146301,232
0.0548333032796457,0.9797660510629165,233
0.055933030184414166,0.9801367791533742,234
0.07222837492717214,0.9762831582130906,235
0.05867930671947772,0.9788977668510551,236
0.10974730318528454,0.9686978663622794,237
0.05453911647328481,0.9825806577496805,238
0.05628229016711361,0.9821148086360133,239
0.0870488335502877,0.9739124496346377,240
0.0725837005955602,0.9783367967141784,241
0.0459889659620868,0.9840952771192476,242
0.08856294408223166,0.9743709817465196,243
0.055892897973571914,0.9827416317889581,244
0.06602640819390503,0.9799611711105257,245
0.05619810888332695,0.9830245558579916,246
0.04889302405969969,0.9812855484336738,247
0.05633449925126603,0.983622111003795,248
0.05114467093945142,0.9838562550609262,249
0.06605601051564185,0.9790197168808109,250
0.04449362336898039,0.9840733261138915,251
0.06813050448585223,0.9803465332045541,252
0.039729989537522756,0.9865684237226954,253
0.04318164919311769,0.9834416249597565,254
0.07571126759016233,0.9773172944654198,255
0.061714873351165433,0.9809270153461918,256
0.036132067916467184,0.98740012292563,257
0.06585360802555999,0.9794806879932879,258
0.06930136028938833,0.9800782431390913,259
0.05582611164041491,0.983431868957376,260
0.058025178518995045,0.9832123589038155,261
0.04516703291135153,0.9851806323840743,262
0.05248215365766858,0.9838001580472385,263
0.03739313268074801,0.9871342718607623,264
0.06874608335485763,0.9836855250192681,265
0.04427292893920326,0.9856074574882197,266
0.0543269166407802,0.9832611389157179,267
0.06936725509395421,0.98299040984966,268
0.040183468349743054,0.9870050048292212,269
0.059820815732181724,0.9825538287431342,270
